name,text,category
Facebook posts,Says a Washington Post headline and graphic about COVID-19 deaths are misleading.,false
Bloggers,"In England, “official data shows children are up to 52 times more likely to die following COVID-19 vaccination than unvaccinated children.”",false
Facebook posts,Says Bob Saget predicted his death,false
Facebook posts,“Got the old killdozer loaded up heading for Ottawa.”,false
Facebook posts,"Girl Scouts support ""Planned Parenthood and pro-abortion politicians.""",false
JD Vance,“Joe Biden uses the ATF to illegally track your gun transactions.”,false
Nicole Sirotek,Says remdesivir is responsible for killing patients hospitalized with COVID-19.,false
Viral image,Kendall Jenner edited a photo to look like she was holding a “Black Lives Matter” sign.,false
Facebook posts,"Says C.S. Lewis wrote, “They believed blindly everything they heard or read in the papers. They gave up their freedoms.”",false
Facebook posts,Comedian Heather McDonald collapsed on stage as a result of the COVID-19 vaccine.,false
Facebook posts,"“Joe Biden wants to eliminate a regulation that requires school districts to report allegations of teacher on student rape, alleged rape, and sexual assault.”",false
Facebook posts,“Fifty percent of the Ottawa police force have all turned in their resignation.”,false
Facebook posts,The federal government requires “COVID passports to visit the movies.”,false
Facebook posts,“Crisis actor in Germany forgets he’s filming on TV.”,false
Viral image,Joe Biden gave his used face mask to Stephen Breyer.,false
Tyler Lee,"ICE has been illegally releasing immigrants “in Huntersville #NC13 at big box retail locations. Feds aren’t notifying anyone, just making secret drops at 3am.”",false
Ronna McDaniel,"""We've had two members engage in a Democrat-led persecution of ordinary citizens who engaged in legitimate political discourse.”",false
Facebook posts,"Turkey, Brazil, Britain, Sweden, Spain, Czech Republic, Mexico, El Salvador, Japan and Singapore canceled all COVID-19 quarantine procedures, testing and compulsory vaccination and are considering COVID-19 “just a seasonal flu.”",false
Mauro Garza,"“They call” Jan. 6 “an insurrection,” but “were FBI agents used as political agitators?""",false
Viral image,"A Walmart in Dickson City, Pennsylvania, ran out of food.",false
NaturalNews.com,"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",false
Jonathon Moseley,“It’s not illegal to go inside the Capitol” as the Oath Keepers and other Jan. 6 rioters did.,false
Watts Up With That,“Facebook is spamming all climate articles by misleading readers about” the accuracy of climate models.,false
Facebook posts,"“Few, If Any, Doses of Spikevax or Comirnaty Available in United States, Despite FDA Approvals”",false
Facebook posts,"$2,000 stimulus checks were due on Jan. 19.",false
Facebook posts,“Pennsylvania had 2.6 million mail in votes that the court of appeals of PA held to be unconstitutional. Umm that alone means Biden lost PA.”,false
Facebook posts,"A photo shows a crash in Eminence, Indiana.",false
Facebook posts,"Says Johns Hopkins virologist ""James Kelly"" said the COVID-19 vaccine “discriminates, divides, and judges society as it is.”",false
Instagram posts,“Canadian Prime Minister Justin Trudeau pays mainstream media $600 million to report in favor of him.”,false
Bloggers,Dr. Phil and other celebrities are endorsing CBD gummies.,false
Tweets,Research from Japan shows “ivermectin is effective against omicron in Phase III trial.”,false
Facebook posts,‘The Simpsons’ predicted Canada’s trucker convoy protest.,false
Instagram posts,“The convoy in Canada has made the Guinness Book of World Records for the longest convoy.”,false
Viral image,Picture shows the “Freedom Convoy” trucks in Canada.,false
Viral image,“Over 65% of the country believes that (the) 2020 election was fraudulent. That number was around 35% a year ago.”,false
Facebook posts,"""British data show the COVID shots are an abysmal failure, as COVID infection rates in the U.K. are higher among the ‘fully vaccinated’ in all adult cohorts.”",false
Facebook posts,Hundreds of ‘illegals’ were dropped off at Florida hotel.,false
Tweets,"Video shows troops at the Ukraine-Russia border on Jan. 27, 2022.",false
Donald Trump,Proposed changes to the Electoral Count act show Pence had the power and “could have overturned the election!”,false
Facebook posts,Says Jen Psaki said in January 2022 that people will start seeing direct deposits in their bank account this weekend and payments to eligible Americans will continue for several weeks.,false
Bloggers,"Bruce Springsteen, Queen, Pearl Jam and Dave Grohl removed their music from Spotify.",false
Bloggers,The CDC staged “the ‘escaping monkeys’ as a cover story for releasing the next bioweapon.”,false
Thomas Massie,"Says Voltaire said, “To learn who rules over you, simply find out who you are not allowed to criticize.”",false
Facebook posts,Image shows a patient experiencing claustrophobia and having a panic attack during a CT scan.,false
Instagram posts,"Military data from 2021 show military members experienced spikes of 300% in miscarriages, almost 300% in cancer diagnoses and 1,000% in neurological issues.",false
Viral image,Photo shows Amish who drove 2.5 hours with the “Freedom Convoy” to cook them food at their next stop.,false
Facebook posts,"American taxpayer dollars provide “free housing, free medical, free state identification” to immigrants in the country illegally.",false
Facebook posts,"Vaccine makers “are shipping lots of jabs with varying ingredients, potency & EVEN placebo lots.”",false
Lori Lightfoot,"""Chicago maintained the lowest unemployment rate through most of 2021 of any large American city.""",false
Facebook posts,"""Large, peer-reviewed research study proves ivermectin works” as a COVID-19 preventative.",false
Ron Johnson,“All these athletes are dropping dead on the field” after receiving the COVID-19 vaccination.,false
Sean Hannity,“There's never been a president (before Joe Biden) that has made race and gender the defining factor” for a Supreme Court nomination.,false
Viral image,"250,000 trucks are participating in the “Freedom Convoy” in Canada.",false
Viral image,Says Kevin Costner recently debuted a new line of CBD gummies.,false
Viral image,"Says Dennis Miller said that if he didn’t see women protesting the Ghislaine Maxwell trial verdict “you're all frauds. This isn't justice for those women, this is a joke.""",false
Facebook posts,“Biden announces Medicare stimulus that provides free dental work to all Seniors who need it! Crowns and implants included.”,false
Viral image,Quotes show Joseph Stalin and Joe Biden expressed similar views about counting votes.,false
John Stockton,"“There’s 150 I believe now – it’s over 100 professional athletes dead, professional athletes, the prime of their life, dropping dead that are vaccinated, right on the pitch, right on the field, right on the court.""",false
Facebook posts,“It begins. Wisconsin Assembly votes to remove electoral votes from Biden.”,false
Jim Lamon,"The Biden-Harris administration ""wants to hand out $450,000 to illegal immigrants.""",false
Facebook posts,Texas Roadhouse is sending vouchers for a free steak dinner for four to everyone who shares and comments on a Facebook post.,false
Facebook posts,American citizens “pay $155 billion annually to make sure illegal immigrants are taken care of better than American citizens”,false
Facebook posts,"""If the FAA is worried about what the 5G deployment will do to the planes, what do you think it will do to our bodies?""",false
Facebook posts,"COVID-19-induced pneumonia is ""is actually mast cell degranulation of the lungs,"" a type of allergic reaction.",false
Facebook posts,“All communications to families from the US Navy have been halted.”,false
Facebook posts,President Joe Biden gave Congress an exemption from vaccine mandate,false
Viral image,Says Louie Anderson was flying to appear on Conan O’Brien’s show when he became ill a few weeks after receiving his third vaccine dose.,false
Viral image,"Says Chuck Norris recorded a video in response to the Biden administration saying, “Our great country and freedom are under attack.”",false
Facebook posts,"A German doctor discovered the COVID-19 vaccines include graphene oxide or graphene hydroxide, and the full list of ingredients is secret because of the emergency use authorization.",false
Aaron Rodgers,The CDC said that 75% of COVID-19 deaths have involved people with at least four comorbidities.,false
Mitch McConnell,The Freedom to Vote Act is “a sprawling takeover of our whole political system.”,false
TikTok posts,Richard von Coudenhove-Kalergi planned “the ethnocide of the peoples of Europe” through “the encouragement of mass non-white immigration.”,false
Facebook posts,“Dyson is canceling their contract with Walmart and selling off Dyson Supersonic” hair dryers “only for $1!”,false
Viral image,A schedule proves Donald Trump was recently participating in presidential activities.,false
Viral image,Four players have dropped out of the Australian Open with “chest pains.”,false
Viral image,Tim Tebow used to “kneel in prayer and the NFL complained.”,false
Viral image,"“Supreme Court Justice Sonia Sotomayor tests positive for COVID-19 despite triple vaccination, diligent masking and working from home.”",false
Michael Savage,Rabbi taken hostage in Texas synagogue is “anti-Zionist” who may have known gunman.,false
Tweets,Novak Djokovic is the first professional athlete to be banned from a major sporting event for “not taking drugs.”,false
Instagram posts,"""Blue Cross Blue Shield pays your doctor a $40,000 bonus for fully vaccinating at least 100 patients under the age of two.""",false
Viral image,“DirecTV cancels OAN after Joe Biden orders media outlets and tech giants to banish voices that deviate from the regime’s official narrative.”,false
Facebook posts,Former President Donald Trump “is fluent in Japanese.”,false
Facebook posts,“If you stop testing (for COVID-19) it all goes away and people just have colds like before.”,false
Reiner Fuellmich,"""Even the WHO has conceded that the (SARS- CoV-2) virus … is no more dangerous than the common flu, with an infection fatality rate of 0.14%.""",false
Facebook posts,Images show how climate change destroyed the Greenland ice sheet and harmed a polar bear from 2009 to 2019.,false
America First Political Committee,Carlos Gimenez “wants a national database to track you and discriminate against you.”,false
TikTok posts,Video shows Alexandria Ocasio-Cortez pouring shots for a group of people “days before testing positive” for COVID-19.,false
Facebook posts,"“The Wisconsin voter roll has over 120,000 active voters who have been registered to vote for over 100 years.”",false
Viral image,"A Mack Trucks employee told Joe Biden, “You can’t drive anything besides the country into the ground.”",false
Joe Biden,"As a youth, “I got arrested” protesting for civil rights.",false
Viral image,"Retired U.S. presidents and members of Congress collect full salaries “for life.""",false
Viral image,"“When a person cries, if the first drop of the tears come from the right eye, it’s happiness. But when it comes from the left eye, it’s pain.”",false
Viral image,Video shows Rafael Nadal and Roger Federer laughing at Novak Djokovic after he was stuck in an Australian airport.,false
Viral image,Video shows China launching an “artificial sun” into space.,false
Facebook posts,“The CDC director just said that 75% of ‘Covid deaths’ occurred in people with at least four comorbidities.”,false
Viral image,"Says Steve Jobs said, “I realize that all my recognition and wealth that I have is meaningless in the face of imminent death.”",false
Tim Baxter,Says Alexandria Ocasio-Cortez “says that all young people want to be socialists.”,false
Facebook posts,Says Supreme Court Justice Sonia Sotomayor was photographed at dinner with Democratic lawmakers.,false
Facebook posts,"""Clarence Thomas’s wife was one of the organizers of Jan 6th""",false
Facebook posts,"""Biden's CDC Director ADMITS Her Own Employees Aren't Getting Vaccinated.""",false
Facebook posts,“A tragic end today” for CNN’s Sanjay Gupta,false
Tweets,Says Bob Saget died from the COVID-19 vaccine.,false
Dana Perino,A law backed by Virginia Democrats barred local sheriffs from having military equipment that “would have come in very helpful” with the I-95 traffic jam.,false
Dinesh D'Souza,"Recently released Jan. 6 footage shows ""these cops using massive amounts of force against unarmed Trump supporters, including women.""",false
Sonia Sotomayor,"“We have over 100,000 children, which we’ve never had before, in serious condition, and many on ventilators” due to the coronavirus.",false
Rand Paul,“No one has been hospitalized for” the omicron variant of COVID-19.,false
Bloggers,Says Georgia Secretary of State Brad Raffensperger “to investigate himself over voter fraud.”,false
Bloggers,“Data from around the world suggests that omicron favors the fully vaccinated.”,false
Facebook posts,"If you have “natural immunity,” getting vaccinated against COVID-19 “is more likely to harm you severely.”",false
The Gateway Pundit,"""Germany: 96% of Latest Omicron Patients were FULLY Vaccinated – Only 4% Unvaccinated”",false
Facebook posts,"""Half a million sharks could be killed to make the COVID-19 vaccine.""",false
Facebook posts,Electric vehicles would not have fared well in the Virginia snowstorm traffic jam.,false
Facebook posts,Pfizer made $37 billion in profit in its last quarter.,false
Joe Volk,"“In Wisconsin, we have 50% of the population paying 50%, 60%, 70%, sometimes 80% for their housing.”",false
TikTok posts,"When children are given vaccines for COVID-19, “a viral gene will be injected into your children's cells. This gene forces your child’s body to make toxic spike proteins. These proteins often cause permanent damage in children’s critical organs.""",false
Viral image,Photo shows former French education minister Najat Vallaud-Belkacem herding sheep as a child in Morocco.,false
Viral image,An email shows that employers are requiring employees to wear masks during Zoom meetings.,false
Instagram posts,"Tylenol ""ruins your ability to kill” COVID-19.",false
Bloggers,"“Chief Justice John Roberts goes after the highest court in the land, citing their ‘inappropriate political influence.’”",false
Bloggers,“Pfizer CEO: New Pill Will Have a Microchip That Transmits Info Once You Swallow It!”,false
Save America PAC,President Joe Biden “never had a” COVID-19 “plan.”,false
Facebook posts,President Joe Biden “has the lowest approval rating of any president ever.”,false
Instagram posts,"""Yale study: Vaccinated people more likely to be infected than those without the jab.”",false
Facebook posts,A judge sealed “all the evidence and proof of who helped Ghislaine Maxwell sex traffic children.”,false
Instagram posts,The CDC finally admits its COVID-19 test can’t tell the difference between the virus and the flu,false
Facebook posts,Vaccines are why flights have been shut down worldwide.,false
Congressional Progressive Caucus PAC,“Trump cut Social Security benefits by over $3 billion.”,false
Tweets,“WHO Director-General: The vaccines are being used to kill children.”,false
Peter McCollough,Teens are “more likely to be hospitalized with myocarditis” from the COVID-19 vaccines than to be “hospitalized with COVID.”,false
Facebook posts,"""Polar bears have increased 400% in 45 years; whales are nearly fully recovered; extinctions are down 90% past century. Koalas are doing fine. If we could ban wind turbines we could save 85,000 birds of prey/yr in US alone.""",false
Facebook posts,NASA study says snake plants can produce enough oxygen for humans to live in a sealed room.,false
Alexandria Ocasio-Cortez,"“I represent more, or just as many or more, people than Joe Manchin does.”",false
Facebook posts,"Eating grapefruit, “if you're on antidepressants,” can “cause a fatal overdose.”",false
Bloggers,"""Electromagnetic radiation from wireless technologies, including and especially 5G, can cause the same symptoms as COVID-19!""",false
Facebook posts,"Says Kellogg’s tweeted, “Oh, so you think it's cool when workers strike jobs? Now replace 'jobs' with 'women.' Still think it's 'cool'?""",false
Facebook posts,"The omicron variant of COVID-19 “came out” in 2021, but “the copyright on this book” about the variant is 2020.",false
Facebook posts,“Maybe they’re just calling the common cold … the omicron variant.”,false
Facebook posts,“Moderna patent uncovers horror nanocensor contained in bioweapon.”,false
Viral image,It’s a myth that autism is genetic.,false
Facebook posts,"“Dr. Ugur Sahin, CEO of BioNTech and inventor of the BIO N TECH Pfizer jab, refuses to take the jab for safety reasons.”",false
Bloggers,“Santa Claus arrested by German police for not wearing a mask.”,false
Facebook posts,“McDonald’s puts aborted baby fetuses in their food.”,false
Viral image,“Dr. Fauci opens up the possibility that the COVID-19 vaccine could be making people more likely to be infected by the virus.”,false
Viral image,Photo shows “the jabbed and the unjabbed … separated with a fence in a supermarket” in Germany.,false
Facebook posts,Microsoft and Bill Gates created a 1999 video game called “Omikron.”,false
Facebook posts,Soft-tissue cancer diagnoses have “climbed through the roof” in 2021 as a result of COVID-19 vaccines.,false
Instagram posts,A video from British public broadcaster BBC shows the network was part of a 9/11 conspiracy.,false
Facebook posts,“California store owner prices all items at $951 so thieves can be prosecuted.”,false
Joe Biden,“I’ve been against that war in Afghanistan from the very beginning.”,false
Bloggers,"""2,809 Dead Babies in VAERS Following COVID Shots as New Documents Prove Pfizer, the FDA, and the CDC Knew the Shots Were Not Safe for Pregnant Women""",false
Lindsey Graham,“The CBO says (the Build Back Better Act) is $3 trillion of deficit spending.”,false
Facebook posts,“Wisconsin 2020 election investigation finds more illegal votes were cast than Biden's margin of victory.”,false
Facebook posts,Says Anthony Fauci “wants Americans to get 4 shots per year.”,false
Bloggers,"At Lions Gate Hospital in Vancouver, “13 babies were reportedly stillborn at the hospital in a period of 24 hours. All of their mothers had received a COVID-19 injection.”",false
Facebook posts,"“Dr. Oz releases COPD gummies that help quit smoking, detox lungs and stop COPD.”",false
Instagram posts,"Deaths from vaccines have totaled 1,621 from Johnson & Johnson, 4,799 from Moderna, 13,039 from Pfizer and 73 from unknown vaccines. And this is an undercount because “only 1% of deaths are reported.”",false
Facebook posts,German chemist Andreas Noack was “assassinated just hours after publishing the secret of the vax by government operatives.”,false
Facebook posts,Warnings about heart problems and blood clots in cold weather are to cover up COVID-19 vaccine side effects.,false
Bloggers,"The COVID-19 vaccines ""suppress the immune system"" and make people more susceptible to HIV, shingles and herpes.",false
Facebook posts,"Society is “choosing blood clots and heart problems over cold and flu symptoms, or even no symptoms at all.”",false
Viral image,"The crew of the U.S.S. Constitution consumed more than 252,000 gallons of alcohol and only 10,000 gallons of water on a seven-month trip.",false
Facebook posts,"“The toxicity of COVID-Omicron is 5 times higher than that of the delta variant, and the mortality rate is also higher than that of Delta.”",false
Viral image,Ghislaine Maxwell’s co-defendants include Beyonce and Kanye West.,false
Facebook posts,Electric vehicles are more likely to fail in traffic jams.,false
Facebook posts,"""COVID-19 vaccines do not stop transmission of COVID, but instead increase it.”",false
Donald Trump,"Gas prices were ""$1.86 when I left"" the White House.",false
Facebook posts,"A campaign poster for New Zealand Prime Minister Jacinda Ardern with the slogan, “No jab. No job, no refunds.”",false
Facebook posts,“There’s only one reporter on site” at the Ghislaine Maxwell trial.,false
Viral image,Photo shows “a German mall separating the vaccinated and unvaccinated.”,false
Facebook posts,"""Pathogens evolve to become less, not more, virulent over time” because otherwise, “they’d destroy their hosts which they depend on to live.”",false
Bloggers,“Only the fully vaccinated should fear the new ‘worst ever’ Covid-19 variant; data shows they already account for 4 in every 5 Covid deaths”,false
Viral image,A video shows people in Romania protesting COVID-19 vaccines.,false
Viral image,Says Boris Johnson faked getting his booster shot.,false
Facebook posts,Says Prince Harry and Meghan Markle’s baby doesn’t exist.,false
Facebook posts,"A Canary Islands volcano eruption could lead to a mega tsunami in the U.S., with a 160-foot wave and no warnings.",false
Tweets,"""Tap water is testing positive for COVID!”",false
Instagram posts,COVID-19 vaccines are gene therapy and a recent Forbes article proves that.,false
Joe Biden,“I used to drive a tractor trailer … I only did it for part of a summer.”,false
Kevin McCarthy,The House-passed Build Back Better bill is a “government takeover of child care.”,false
Sean Hannity,"""If you look pre-COVID"" under President Donald Trump, ""we didn't import a single barrel of oil from Saudi Arabia.”",false
Joe Biden,"""The number of small businesses is up 30% compared to before the pandemic.""",false
The Gateway Pundit,"Because of omicron, “the Biden administration has decided to leave the U.S. southern border completely open.”",false
Bloggers,Heart complications are one symptom “listed” for the omicron variant and are being “used to cover up effects” of COVID-19 vaccines.,false
Facebook posts,Black Friday originated in 1904 when enslaved people were sold at a discount to boost the economy.,false
Facebook posts,“BREAKING: Judge in Ghislaine Maxwell trial issues media-wide gag order: all press & spectators barred from courtroom.”,false
Facebook posts,"Low gas prices in Russia, Kuwait and Saudi Arabia show that Joe Biden’s decision to cancel the Keystone Pipeline project is to blame for U.S. prices.",false
Viral image,“Kyle Rittenhouse files $400 million suit against CNN!”,false
Viral image,Says Virgil Abloh was a defendant in Ghislaine Maxwell’s criminal case when he died a day before the trial started.,false
Bloggers,Athletes are collapsing with heart-related issues due to the COVID-19 vaccines,false
Viral image,A photo shows Jeffrey Epstein with Joe Biden.,false
Viral image,“Only Reuters” reported that the doctor who detected the omicron variant said its symptoms are “very mild.”,false
Bloggers,"“COVID death rates 4 to 1, vaccinated to unvaxxed”",false
Facebook posts,We know in November 2021 that “none of your previous vaccines will protect you now from the emerging variant omicron.”,false
Viral image,The omicron variant’s name is evidence the coronavirus pandemic is a hoax.,false
Viral image,"Says a Vox headline said, “teaching children the Bunny Ear method for tying their shoes” is racist.",false
Viral image,“Celine Dion has been paralyzed by the COVID vaccine and cancels her tour.”,false
Facebook posts,"""Nancy Pelosi just bought a 11,000 square foot $25 million mansion in Florida.""",false
Viral image,“Kyle Rittenhouse files a $60 million lawsuit against Joy Behar and Whoopi Goldberg.”,false
Viral image,Photo shows people recently protesting in Austria.,false
Jerrold Nadler,Kyle Rittenhouse was an “armed person” crossing state lines when he came to Kenosha protests in 2020.,false
Facebook posts,“The gas station where they initially attacked” Kyle Rittenhouse “is owned by his grandparents.”,false
Instagram posts,“Vitamin D levels of 50 ng/mL correlates to zero mortality rate from COVID.”,false
Alex Jones,"""Fauci admits Covid vax doesn't work""",false
Facebook posts,The Vatican owns a telescope called Lucifer.,false
Facebook posts,President Joe Biden will “control health care costs by slapping a 95% tax on prescription drugs.”,false
Kevin McCarthy,“If you or your family spends $28 a day — prepare to be under constant audit by the IRS.”,false
Facebook posts,Photos showed “bricks everywhere” in Kenosha during the Kyle Rittenhouse trial.,false
Bloggers,“German News Agency Tracks 75 Prominent Athletes Suddenly Dead Of Heart Attacks After COVID Vax”,false
Bloggers,COVID-19 vaccines contain luciferase.,false
Kevin McCarthy,“Never in American history has so much been spent at one time. Never in American history will so many taxes be raised and so much borrowing be needed to pay for this reckless spending.”,false
Facebook posts,Says Bill Gates is linked to the discovery of vials labeled “smallpox” at Pennsylvania lab.,false
Jen Psaki,“No economist out there is projecting that (the Build Back Better bill) will have a negative impact on inflation.”,false
Facebook posts,Keystone Pipeline was blocked by Obama on Warren Buffett’s behalf.,false
Viral image,"Unleaded gas costs nearly $7 in Lancaster, Calif.",false
Progress Iowa,"""Only one member of Iowa’s federal delegation"" voted in favor of the bipartisan infrastructure legislation.",false
Tweets,"""Bill Gates just admitted that the Pfizer and Moderna mRNA vaccines don’t work well.""",false
TikTok posts,The COVID-19 vaccines “failed miserably” in animal trials and are “a type of gene therapy that several top scientists warn will kill you.”,false
Viral image,“Close to hundreds” of people died at Astroworld.,false
Facebook posts,"“500 National Guardsmen being called to Kenosha ahead of the Rittenhouse verdict. Had they done this in the first place, there wouldn’t have been a trial.”",false
Facebook posts,A Kansas City tourism sign had a terrible typo.,false
Bloggers,“Disturbing Pfizer ad tells kids they’ll get superpowers from COVID jab.”,false
Facebook posts,"A new medical diagnosis code has been designated for people who decline vaccines, and it will be used to help determine who will go into ""education camps.""",false
Facebook posts,“Stalin once ripped all the feathers off a live chicken as a lesson to his followers.”,false
Viral image,Kyle Rittenhouse’s mother “drove him across state lines and dropped him off in the middle of a riot armed with an assault rifle” in Kenosha.,false
Facebook posts,Video shows irate airline passenger demanding a seat away from an unvaccinated passenger and being asked to leave the airplane.,false
Facebook posts,Scam artists are using Amazon to send people face masks laced with “something toxic.”,false
Bloggers,"""Report finds increased risk of spontaneous abortion following COVID-19 vaccination during pregnancy” after correcting “major error” in CDC study.",false
Facebook posts,"No new COVID-19 cases in Uttar Pradesh, India, due to use of ivermectin",false
Joe Biden,“No governor in Virginia has ever won when...he or she is the same party as the sitting president.”,false
Steve Kirsch,“Gavin Newsom is out of sight likely because he has Guillain-Barre syndrome from his booster shot.”,false
Facebook posts,"""Italy drastically reduced the country’s official COV1D-19 death count by over 97%. This means Covid killed fewer people than an average seasonal flu.”",false
Infowars,“Sending your child to school” on a day when vaccines are being administered “is implied consent” for getting the COVID-19 vaccine.,false
Facebook posts,"Live Nation scheduled the 50,000-person Astroworld music festival at a venue that has a capacity of 20,000.",false
Tweets,Photos show “diesel generators” at the COP26 climate change conference.,false
Viral image,"A banner for COVID-19 vaccines says, “Don’t forget to donate your childrens organs.”",false
Facebook posts,“Queen Elizabeth d-e-a-d at age 95.”,false
Facebook posts,President Joe Biden threatened to “swoop down with Special Forces folks and gather up every gun in America.”,false
Project Veritas,A crime was committed when a New Jersey election worker allowed someone who said he was not a citizen to fill out a ballot.,false
Bloggers,“Australian military being trained to **force vaccinate** in door-to-door attacks.”,false
Rebecca Kleefisch,The Biden Department of Justice “would use the FBI to target parents who speak out against critical race theory.”,false
Tweets,“Fox News went from 97% reporting to 94% in Virginia. The fraud is so blatant it's not funny anymore.”,false
Bloggers,"“Pfizer Confirms COVID-Vaccinated People Can ‘Shed’ Spike Proteins And Harm The Unvaccinated""",false
Aaron Rodgers,"""This idea that it's the pandemic of the unvaccinated, it's just a total lie.""",false
Facebook posts,"The Astroworld concert was a “test run on the vaxxed” because people who are injected with graphene oxide can be controlled through magnetic frequencies, including music.",false
Bloggers,"United Kingdom “government reports suggest the fully vaccinated are rapidly developing Acquired Immunodeficiency Syndrome.""",false
Facebook posts,"Dr. Herbert Smitherman invented Crest toothpaste, Folgers coffee, Safeguard soap and Bounce fabric softener.",false
Viral image,Bergen County in New Jersey gave more votes to the Democratic gubernatorial candidate after all the ballots were counted.,false
Facebook posts,"“The Spanish High Court has announced (COVID-19) is a bio weapon with a patent, not a virus.”",false
Facebook posts,“Scientists say this map represents the US in 30 years if we don’t reverse climate change.”,false
Facebook posts,“Trash bins discovered outside the Gloucester County Board of Elections containing blank ballots as well as bags of shredded ballots from Tuesday’s election!”,false
Viral image,"“The day Al Gore was born there were 130,000 glaciers on Earth. Today, only 130,000 remain.”",false
Facebook posts,The premier of Australia’s Victoria state “is freezing people’s bank accts” if they are not vaccinated. “They can’t buy or sell until forced into submission.”,false
Facebook posts,"“Moderna has been pulled in Iceland and pulled for everyone under age 30 in Finland, Sweden, Norway, Denmark due to heart issues.”",false
Tucker Carlson,"Federal agents directly incited people on Jan. 6, 2021, and ""intentionally entrapped"" American citizens.",false
Viral image,“Global warming is part of (a) natural cycle and there’s nothing we can actually do to stop these cycles.”,false
Jack Posobiec,"A photo taken on Jan. 6, 2021, at the United States Capitol riot was “doctored to look as if the Capitol was on fire.”",false
Tucker Carlson,“DEA agent Mark Ibrahim was forced from his job and later indicted simply because he was near the Capitol protest on Jan. 6.”,false
Viral image,In-N-Out cups say “Let’s go Brandon.”,false
Instagram posts,"Children who receive COVID-19 vaccinations ""will be walking factories of spike proteins"" that will ""undoubtedly cause illnesses to spread like wildfire in schools.""",false
Instagram posts,"""National Guard to fill in for cops who refuse to get vaccinated.""",false
Facebook posts,“Virginia Democrat operatives” and Terry McAuliffe campaign staffers posed as white supremacists and stood by Republican Glenn Youngkin’s bus.,false
TikTok posts,“The Biden administration wants to create an international oversight committee” to alter or cancel Second Amendment rights.,false
Facebook posts,"“Unmask your kids! Any carbon dioxide concentrations above” 2,000 parts per million are “dangerous!”",false
Instagram posts,Blood “starts to clot in a minute or two” after a Pfizer COVID-19 vaccine injection.,false
Viral image,In-N-Out cups say “F--- Joe Biden.”,false
Facebook posts,“Atlanta just lost 75% of its police force”,false
Viral image,"""There is no such thing as a booster. There is a failed product that is sometimes used again in hopes of a different outcome.”",false
Alex Berenson,"In the United Kingdom, “70-plus percent of the people who die now from COVID are fully vaccinated.”",false
Instagram posts,Says Jen Psaki said Joe Biden wants to protect “marked people.”,false
Viral image,"Says Donald Trump said, “Alec Baldwin, a total loser, has taken his impression of me to a new low by testing out this theory” by shooting someone.",false
Byron Brown,"“Three percent is not a modest tax increase, if you own a $100,000 home in the city of Buffalo, that means an extra $300 a year.”",false
Viral image,“79.4% of babies who die of ‘SIDS’ had a vaccine the same day.”,false
Viral image,"Photo shows Sheryl Crow wearing a shirt that says, “Keep America Trumpless.”",false
Facebook posts,President Joe Biden withdrew troops from Afghanistan “simply because of Trump Derangement Syndrome and they wanted to reverse any policy that Trump had implemented.”,false
Viral image,“Indiana State Police offers to hire Chicago officers who REFUSE TO COMPLY with vax mandate.”,false
Facebook posts,A White House photographer took a picture of Donald Trump at the White House on Oct. 24.,false
